"id","customer_id","status","time_invoice","time_receive","branch_id","address_receive","receiver_name","receiver_phone","pay","note"
152,"pmthanh",2,"23/10/2021 01:22:04.572515","23/10/2021 01:22:04.572515",0,,,,7210000,
153,"vtluan",2,"23/10/2021 01:22:04.57832","23/10/2021 01:22:04.57832",0,,,,7210000,
154,"vdhieu",2,"23/10/2021 01:22:04.584416","23/10/2021 01:22:04.584416",0,,,,7210000,
155,"tylnhi",2,"23/10/2021 01:22:04.590741","23/10/2021 01:22:04.590741",0,,,,7210000,
156,"ltlong",2,"23/10/2021 01:22:04.599053","23/10/2021 01:22:04.599053",0,,,,7210000,
157,"dhkhai",2,"23/10/2021 01:22:04.605575","23/10/2021 01:22:04.605575",0,,,,7210000,
158,"ntkduy",2,"23/10/2021 01:22:04.611945","23/10/2021 01:22:04.611945",0,,,,7210000,
159,"nhdhao",2,"23/10/2021 01:22:04.619686","23/10/2021 01:22:04.619686",0,,,,7210000,
160,"nhdhao",2,"23/10/2021 01:22:04.62638","23/10/2021 01:22:04.62638",0,,,,7210000,
161,"ltduy",2,"23/10/2021 01:22:04.633691","23/10/2021 01:22:04.633691",0,,,,7210000,
162,"dqlai",2,"23/10/2021 01:22:04.639949","23/10/2021 01:22:04.639949",0,,,,7210000,
163,"dnmquoc",2,"23/10/2021 01:22:04.646734","23/10/2021 01:22:04.646734",0,,,,7210000,
164,"dhkhai",2,"23/10/2021 01:22:04.653432","23/10/2021 01:22:04.653432",0,,,,7210000,
165,"nthoang",2,"23/10/2021 01:22:04.659531","23/10/2021 01:22:04.659531",0,,,,7210000,
166,"ltkiet",2,"23/10/2021 01:22:04.66697","23/10/2021 01:22:04.66697",0,,,,7210000,
167,"toshiko",2,"23/10/2021 01:22:04.673238","23/10/2021 01:22:04.673238",0,,,,7210000,
168,"nhhiep",2,"23/10/2021 01:22:04.680663","23/10/2021 01:22:04.680663",0,,,,7210000,
169,"nttthuy",2,"23/10/2021 01:22:04.687088","23/10/2021 01:22:04.687088",0,,,,7210000,
170,"nvchung",2,"23/10/2021 01:22:04.694641","23/10/2021 01:22:04.694641",0,,,,7210000,
171,"ttlong",2,"23/10/2021 01:22:04.700998","23/10/2021 01:22:04.700998",0,,,,7210000,
213,"dqlai",2,"23/10/2021 01:22:05.065911","23/10/2021 01:22:05.065911",0,,,,8990000,
214,"nhtuan",2,"23/10/2021 01:22:05.072259","23/10/2021 01:22:05.072259",0,,,,8990000,
215,"pmthe",2,"23/10/2021 01:22:05.079185","23/10/2021 01:22:05.079185",0,,,,8990000,
216,"lvdai",2,"23/10/2021 01:22:05.085872","23/10/2021 01:22:05.085872",0,,,,8990000,
217,"hqdung",2,"23/10/2021 01:22:05.092752","23/10/2021 01:22:05.092752",0,,,,8990000,
218,"toshiko",2,"23/10/2021 01:22:05.100519","23/10/2021 01:22:05.100519",0,,,,8990000,
219,"dnmquoc",2,"23/10/2021 01:22:05.107432","23/10/2021 01:22:05.107432",0,,,,8990000,
220,"nvchung",2,"23/10/2021 01:22:05.115579","23/10/2021 01:22:05.115579",0,,,,8990000,
221,"ndquang",2,"23/10/2021 01:22:05.122471","23/10/2021 01:22:05.122471",0,,,,8990000,
222,"ptloc",2,"23/10/2021 01:22:05.128904","23/10/2021 01:22:05.128904",0,,,,8990000,
223,"ptttam",2,"23/10/2021 01:22:05.136566","23/10/2021 01:22:05.136566",0,,,,8990000,
224,"dkhy",2,"23/10/2021 01:22:05.143428","23/10/2021 01:22:05.143428",0,,,,8990000,
225,"lvqan",2,"23/10/2021 01:22:05.151341","23/10/2021 01:22:05.151341",0,,,,8990000,
226,"lmquy",2,"23/10/2021 01:22:05.158305","23/10/2021 01:22:05.158305",0,,,,8990000,
227,"nthoang",2,"23/10/2021 01:22:05.166514","23/10/2021 01:22:05.166514",0,,,,8990000,
228,"ddkhanh",2,"23/10/2021 01:22:05.172657","23/10/2021 01:22:05.172657",0,,,,8990000,
229,"tu123",2,"23/10/2021 01:22:05.180893","23/10/2021 01:22:05.180893",0,,,,8990000,
230,"ptkien",2,"23/10/2021 01:22:05.186841","23/10/2021 01:22:05.186841",0,,,,8990000,
231,"hltmanh",2,"23/10/2021 01:22:05.193818","23/10/2021 01:22:05.193818",0,,,,8990000,
232,"httri",2,"23/10/2021 01:22:05.200238","23/10/2021 01:22:05.200238",0,,,,8990000,
233,"vdhieu",2,"23/10/2021 01:22:05.207069","23/10/2021 01:22:05.207069",0,,,,8990000,
234,"hdhuy",2,"23/10/2021 01:22:05.214538","23/10/2021 01:22:05.214538",0,,,,8990000,
235,"nttthuy",2,"23/10/2021 01:22:05.221332","23/10/2021 01:22:05.221332",0,,,,8990000,
236,"bndtrung",2,"23/10/2021 01:22:05.227869","23/10/2021 01:22:05.227869",0,,,,8990000,
237,"ndtai",2,"23/10/2021 01:22:05.234164","23/10/2021 01:22:05.234164",0,,,,8990000,
238,"ntphong",2,"23/10/2021 01:22:05.240454","23/10/2021 01:22:05.240454",0,,,,8990000,
239,"ddnhue",2,"23/10/2021 01:22:05.247221","23/10/2021 01:22:05.247221",0,,,,8990000,
240,"httam",2,"23/10/2021 01:22:05.254196","23/10/2021 01:22:05.254196",0,,,,8990000,
241,"ntkduy",2,"23/10/2021 01:22:05.26183","23/10/2021 01:22:05.26183",0,,,,8990000,
242,"ltlong",2,"23/10/2021 01:22:05.268142","23/10/2021 01:22:05.268142",0,,,,8990000,
243,"pmthanh",2,"23/10/2021 01:22:05.274079","23/10/2021 01:22:05.274079",0,,,,8990000,
244,"lnminh",2,"23/10/2021 01:22:05.282931","23/10/2021 01:22:05.282931",0,,,,8990000,
245,"nvthai",2,"23/10/2021 01:22:05.28878","23/10/2021 01:22:05.28878",0,,,,8990000,
246,"nvan",2,"23/10/2021 01:22:05.295014","23/10/2021 01:22:05.295014",0,,,,8990000,
247,"dhkhai",2,"23/10/2021 01:22:05.300979","23/10/2021 01:22:05.300979",0,,,,8990000,
248,"nhdhao",2,"23/10/2021 01:22:05.307394","23/10/2021 01:22:05.307394",0,,,,8990000,
249,"ltduy",2,"23/10/2021 01:22:05.31452","23/10/2021 01:22:05.31452",0,,,,8990000,
250,"hltmanh",2,"23/10/2021 01:22:05.321573","23/10/2021 01:22:05.321573",0,,,,8990000,
251,"ltsong",2,"23/10/2021 01:22:05.327897","23/10/2021 01:22:05.327897",0,,,,8990000,
252,"sssbath",2,"23/10/2021 01:22:05.335827","23/10/2021 01:22:05.335827",0,,,,8990000,
253,"mhvan",2,"23/10/2021 01:22:05.342464","23/10/2021 01:22:05.342464",0,,,,8990000,
254,"ttlong",2,"23/10/2021 01:22:05.350011","23/10/2021 01:22:05.350011",0,,,,8990000,
255,"tylnhi",2,"23/10/2021 01:22:05.356082","23/10/2021 01:22:05.356082",0,,,,8990000,
256,"dhkhai",2,"23/10/2021 01:22:05.363708","23/10/2021 01:22:05.363708",0,,,,8990000,
257,"ttson",2,"23/10/2021 01:22:05.370466","23/10/2021 01:22:05.370466",0,,,,8990000,
258,"ctnhung",2,"23/10/2021 01:22:05.37855","23/10/2021 01:22:05.37855",0,,,,8990000,
259,"dqviet",2,"23/10/2021 01:22:05.385058","23/10/2021 01:22:05.385058",0,,,,8990000,
260,"ntloc",2,"23/10/2021 01:22:05.391565","23/10/2021 01:22:05.391565",0,,,,8990000,
261,"ltkiet",2,"23/10/2021 01:22:05.400085","23/10/2021 01:22:05.400085",0,,,,8990000,
262,"ltlong",2,"23/10/2021 01:22:05.406893","23/10/2021 01:22:05.406893",0,,,,8990000,
263,"ndtai",2,"23/10/2021 01:22:05.415091","23/10/2021 01:22:05.415091",0,,,,8490000,
264,"ptttam",2,"23/10/2021 01:22:05.422982","23/10/2021 01:22:05.422982",0,,,,8490000,
265,"nvthai",2,"23/10/2021 01:22:05.42955","23/10/2021 01:22:05.42955",0,,,,8490000,
266,"dhkhai",2,"23/10/2021 01:22:05.43543","23/10/2021 01:22:05.43543",0,,,,8490000,
267,"hltmanh",2,"23/10/2021 01:22:05.441305","23/10/2021 01:22:05.441305",0,,,,8490000,
268,"hnthien",2,"23/10/2021 01:22:05.44792","23/10/2021 01:22:05.44792",0,,,,8490000,
269,"nvan",2,"23/10/2021 01:22:05.455259","23/10/2021 01:22:05.455259",0,,,,8490000,
270,"ltlong",2,"23/10/2021 01:22:05.461893","23/10/2021 01:22:05.461893",0,,,,8490000,
271,"ltsong",2,"23/10/2021 01:22:05.467982","23/10/2021 01:22:05.467982",0,,,,8490000,
272,"nvchung",2,"23/10/2021 01:22:05.474285","23/10/2021 01:22:05.474285",0,,,,8490000,
273,"ltlong",2,"23/10/2021 01:22:05.481688","23/10/2021 01:22:05.481688",0,,,,8490000,
274,"hdhuy",2,"23/10/2021 01:22:05.488743","23/10/2021 01:22:05.488743",0,,,,8490000,
275,"sssbath",2,"23/10/2021 01:22:05.495349","23/10/2021 01:22:05.495349",0,,,,8490000,
276,"ttson",2,"23/10/2021 01:22:05.502392","23/10/2021 01:22:05.502392",0,,,,8490000,
277,"httri",2,"23/10/2021 01:22:05.508746","23/10/2021 01:22:05.508746",0,,,,8490000,
278,"lvqan",2,"23/10/2021 01:22:05.516289","23/10/2021 01:22:05.516289",0,,,,8490000,
279,"pmthe",2,"23/10/2021 01:22:05.523414","23/10/2021 01:22:05.523414",0,,,,8490000,
280,"ttlong",2,"23/10/2021 01:22:05.530364","23/10/2021 01:22:05.530364",0,,,,8490000,
281,"pmthanh",2,"23/10/2021 01:22:05.604026","23/10/2021 01:22:05.604026",0,,,,4490000,
282,"pmthe",2,"23/10/2021 01:22:05.610221","23/10/2021 01:22:05.610221",0,,,,4490000,
283,"lnminh",2,"23/10/2021 01:22:05.616841","23/10/2021 01:22:05.616841",0,,,,4490000,
284,"dnmquoc",2,"23/10/2021 01:22:05.624025","23/10/2021 01:22:05.624025",0,,,,4490000,
285,"toshiko",2,"23/10/2021 01:22:05.631354","23/10/2021 01:22:05.631354",0,,,,4490000,
286,"hltmanh",2,"23/10/2021 01:22:05.639002","23/10/2021 01:22:05.639002",0,,,,4490000,
287,"nhdhao",2,"23/10/2021 01:22:05.646556","23/10/2021 01:22:05.646556",0,,,,4490000,
288,"ntkanh",2,"23/10/2021 01:22:05.653487","23/10/2021 01:22:05.653487",0,,,,4490000,
289,"ttson",2,"23/10/2021 01:22:05.661093","23/10/2021 01:22:05.661093",0,,,,4490000,
290,"tylnhi",2,"23/10/2021 01:22:05.668214","23/10/2021 01:22:05.668214",0,,,,4490000,
291,"ddnhue",2,"23/10/2021 01:22:05.674473","23/10/2021 01:22:05.674473",0,,,,4490000,
292,"hdhuy",2,"23/10/2021 01:22:05.681931","23/10/2021 01:22:05.681931",0,,,,4490000,
293,"vdhieu",2,"23/10/2021 01:22:05.688064","23/10/2021 01:22:05.688064",0,,,,4490000,
294,"ntkduy",2,"23/10/2021 01:22:05.695989","23/10/2021 01:22:05.695989",0,,,,4490000,
295,"bndtrung",2,"23/10/2021 01:22:05.702159","23/10/2021 01:22:05.702159",0,,,,4490000,
296,"vtluan",2,"23/10/2021 01:22:05.708679","23/10/2021 01:22:05.708679",0,,,,4490000,
297,"lvqan",2,"23/10/2021 01:22:05.716198","23/10/2021 01:22:05.716198",0,,,,4490000,
298,"dhkhai",2,"23/10/2021 01:22:05.722745","23/10/2021 01:22:05.722745",0,,,,4490000,
299,"hltmanh",2,"23/10/2021 01:22:05.729808","23/10/2021 01:22:05.729808",0,,,,4490000,
300,"mhvan",2,"23/10/2021 01:22:05.736165","23/10/2021 01:22:05.736165",0,,,,4490000,
301,"nvchung",2,"23/10/2021 01:22:05.744142","23/10/2021 01:22:05.744142",0,,,,4490000,
302,"ltlong",2,"23/10/2021 01:22:05.75192","23/10/2021 01:22:05.75192",0,,,,4490000,
303,"dkhy",2,"23/10/2021 01:22:05.75856","23/10/2021 01:22:05.75856",0,,,,4490000,
304,"ndtai",2,"23/10/2021 01:22:05.765246","23/10/2021 01:22:05.765246",0,,,,4490000,
305,"dqlai",2,"23/10/2021 01:22:05.771117","23/10/2021 01:22:05.771117",0,,,,4490000,
306,"httam",2,"23/10/2021 01:22:05.777581","23/10/2021 01:22:05.777581",0,,,,4490000,
307,"ptkien",2,"23/10/2021 01:22:05.784222","23/10/2021 01:22:05.784222",0,,,,4490000,
308,"ctnhung",2,"23/10/2021 01:22:05.789991","23/10/2021 01:22:05.789991",0,,,,4490000,
309,"dqviet",2,"23/10/2021 01:22:05.795933","23/10/2021 01:22:05.795933",0,,,,4490000,
310,"httri",2,"23/10/2021 01:22:05.801964","23/10/2021 01:22:05.801964",0,,,,4490000,
311,"ddkhanh",2,"23/10/2021 01:22:05.808179","23/10/2021 01:22:05.808179",0,,,,4490000,
312,"ptloc",2,"23/10/2021 01:22:05.815805","23/10/2021 01:22:05.815805",0,,,,4490000,
313,"nhtuan",2,"23/10/2021 01:22:05.822163","23/10/2021 01:22:05.822163",0,,,,4490000,
314,"ltsong",2,"23/10/2021 01:22:05.830953","23/10/2021 01:22:05.830953",0,,,,4490000,
315,"lqcuong",2,"23/10/2021 01:22:05.838444","23/10/2021 01:22:05.838444",0,,,,4490000,
316,"nhhiep",2,"23/10/2021 01:22:05.846749","23/10/2021 01:22:05.846749",0,,,,4490000,
317,"ndquang",2,"23/10/2021 01:22:05.854516","23/10/2021 01:22:05.854516",0,,,,4490000,
318,"hnthien",2,"23/10/2021 01:22:05.862641","23/10/2021 01:22:05.862641",0,,,,4490000,
319,"lmquy",2,"23/10/2021 01:22:05.870012","23/10/2021 01:22:05.870012",0,,,,4490000,
320,"nttthuy",2,"23/10/2021 01:22:05.877454","23/10/2021 01:22:05.877454",0,,,,4490000,
321,"ltlong",2,"23/10/2021 01:22:05.883973","23/10/2021 01:22:05.883973",0,,,,4490000,
322,"nvthai",2,"23/10/2021 01:22:05.890243","23/10/2021 01:22:05.890243",0,,,,4490000,
323,"ltduy",2,"23/10/2021 01:22:05.896693","23/10/2021 01:22:05.896693",0,,,,4490000,
324,"ptttam",2,"23/10/2021 01:22:05.903905","23/10/2021 01:22:05.903905",0,,,,4490000,
325,"ntphong",2,"23/10/2021 01:22:05.910403","23/10/2021 01:22:05.910403",0,,,,4490000,
326,"ndtai",2,"23/10/2021 01:22:05.916675","23/10/2021 01:22:05.916675",0,,,,4490000,
327,"ttlong",2,"23/10/2021 01:22:05.923346","23/10/2021 01:22:05.923346",0,,,,4490000,
328,"tu123",2,"23/10/2021 01:22:05.93004","23/10/2021 01:22:05.93004",0,,,,4490000,
329,"thanhvy",2,"23/10/2021 01:22:05.936212","23/10/2021 01:22:05.936212",0,,,,4490000,
330,"ltkiet",2,"23/10/2021 01:22:05.943335","23/10/2021 01:22:05.943335",0,,,,4490000,
331,"ndtai",2,"23/10/2021 01:22:05.950605","23/10/2021 01:22:05.950605",0,,,,4790000,
332,"nvthai",2,"23/10/2021 01:22:05.956888","23/10/2021 01:22:05.956888",0,,,,4790000,
333,"ntphong",2,"23/10/2021 01:22:05.964115","23/10/2021 01:22:05.964115",0,,,,4790000,
334,"ltsong",2,"23/10/2021 01:22:05.970127","23/10/2021 01:22:05.970127",0,,,,4790000,
335,"ltlong",2,"23/10/2021 01:22:05.976242","23/10/2021 01:22:05.976242",0,,,,4790000,
336,"sssbath",2,"23/10/2021 01:22:05.983943","23/10/2021 01:22:05.983943",0,,,,4790000,
337,"hqdung",2,"23/10/2021 01:22:05.990511","23/10/2021 01:22:05.990511",0,,,,4790000,
338,"nhhiep",2,"23/10/2021 01:22:05.997996","23/10/2021 01:22:05.997996",0,,,,4790000,
339,"nvchung",2,"23/10/2021 01:22:06.005165","23/10/2021 01:22:06.005165",0,,,,4790000,
340,"ndquang",2,"23/10/2021 01:22:06.010889","23/10/2021 01:22:06.010889",0,,,,4790000,
341,"bndtrung",2,"23/10/2021 01:22:06.017032","23/10/2021 01:22:06.017032",0,,,,4790000,
342,"dhkhai",2,"23/10/2021 01:22:06.023919","23/10/2021 01:22:06.023919",0,,,,4790000,
343,"dkhy",2,"23/10/2021 01:22:06.031515","23/10/2021 01:22:06.031515",0,,,,4790000,
344,"hdhuy",2,"23/10/2021 01:22:06.038675","23/10/2021 01:22:06.038675",0,,,,4790000,
345,"mhvan",2,"23/10/2021 01:22:06.04757","23/10/2021 01:22:06.04757",0,,,,4790000,
346,"nthoang",2,"23/10/2021 01:22:06.054139","23/10/2021 01:22:06.054139",0,,,,4790000,
347,"pmthe",2,"23/10/2021 01:22:06.060386","23/10/2021 01:22:06.060386",0,,,,4790000,
348,"ntkduy",2,"23/10/2021 01:22:06.068142","23/10/2021 01:22:06.068142",0,,,,4790000,
349,"nttthuy",2,"23/10/2021 01:22:06.074784","23/10/2021 01:22:06.074784",0,,,,4790000,
350,"ndtai",2,"23/10/2021 01:22:06.082202","23/10/2021 01:22:06.082202",0,,,,4790000,
351,"lnminh",2,"23/10/2021 01:22:06.089291","23/10/2021 01:22:06.089291",0,,,,4790000,
352,"hltmanh",2,"23/10/2021 01:22:06.097466","23/10/2021 01:22:06.097466",0,,,,4790000,
353,"tylnhi",2,"23/10/2021 01:22:06.104793","23/10/2021 01:22:06.104793",0,,,,4790000,
354,"toshiko",2,"23/10/2021 01:22:06.113702","23/10/2021 01:22:06.113702",0,,,,4790000,
355,"httri",2,"23/10/2021 01:22:06.120894","23/10/2021 01:22:06.120894",0,,,,4790000,
356,"httam",2,"23/10/2021 01:22:06.127432","23/10/2021 01:22:06.127432",0,,,,4790000,
357,"pmthanh",2,"23/10/2021 01:22:06.134255","23/10/2021 01:22:06.134255",0,,,,4790000,
358,"tu123",2,"23/10/2021 01:22:06.143064","23/10/2021 01:22:06.143064",0,,,,4790000,
359,"ddkhanh",2,"23/10/2021 01:22:06.15035","23/10/2021 01:22:06.15035",0,,,,4790000,
360,"ltkiet",2,"23/10/2021 01:22:06.157759","23/10/2021 01:22:06.157759",0,,,,4790000,
361,"ptttam",2,"23/10/2021 01:22:06.165916","23/10/2021 01:22:06.165916",0,,,,4790000,
362,"lqcuong",2,"23/10/2021 01:22:06.172469","23/10/2021 01:22:06.172469",0,,,,4790000,
363,"ltlong",2,"23/10/2021 01:22:06.180597","23/10/2021 01:22:06.180597",0,,,,4790000,
364,"nvan",2,"23/10/2021 01:22:06.187626","23/10/2021 01:22:06.187626",0,,,,4790000,
365,"dqlai",2,"23/10/2021 01:22:06.194614","23/10/2021 01:22:06.194614",0,,,,4790000,
366,"hqbao",2,"23/10/2021 01:22:06.276871","23/10/2021 01:22:06.276871",0,,,,3390000,
367,"nthoang",2,"23/10/2021 01:22:06.282815","23/10/2021 01:22:06.282815",0,,,,3390000,
368,"nvthai",2,"23/10/2021 01:22:06.289195","23/10/2021 01:22:06.289195",0,,,,3390000,
369,"ndtai",2,"23/10/2021 01:22:06.297143","23/10/2021 01:22:06.297143",0,,,,3390000,
