"customer_id","product_id","time_up","content","rate_star","time_resolved","handler"
"httri",218662,"23/5/2020 00:00:00","Máy rất tệ, tầm 5 triệu mà chạy midiatek p23 là rấtkhông đáng tiền, giật lag các thứ",1,"1/1/1999 00:00:00",
"httam",218662,"17/5/2020 00:00:00","Máy này qua kém, kết nối 4g, wifi cực kém, rom 128G mà chơi game thì lag, xem Youtube quá mờ xem phim mờ, cảm ứng bàn phím thường xuyên bị delay. Mặc dù là người dùng Oppo nhiều nhưng phải nói chiếc a31 bản 2020 mới mua tháng 4/2020 này quá kém.",1,"1/1/1999 00:00:00",
"pmthanh",218662,"16/5/2020 00:00:00","1000 máy phải có vài máy bị lỗi. Vì ban xuôi, trong kho đâu phải máy đều tốt 100%",5,"1/1/1999 00:00:00",
"tu123",218662,"6/5/2020 00:00:00","Sản phẩm tốt trong tầm giá, máy mượt, bin dùng lâu sạc nhanh, rất hài lòng với số tiền bỏ ra",5,"1/1/1999 00:00:00",
"ddkhanh",218662,"3/5/2020 00:00:00","Dùng êm mà mng, rất êm pin trâu nha, dùng ko nóng,máy rất mượt mà sao thấy mng đánh giá 1sao nhiều thế",5,"1/1/1999 00:00:00",
"ltkiet",218662,"28/4/2020 00:00:00","Máy sài tháng cảm thấy thất vọng, hiện tượng đơ yếu dựt từ từ, màn lúc tự tối tự sáng, vào coi youtube không đc nữa đã cập nhật test các kiểu, chánkhông nói tới L",1,"1/1/1999 00:00:00",
"ptttam",218662,"17/4/2020 00:00:00","Máy mới mua mà lỗi nhiều quá.. sài lúc đầu bình thường, lúc sau lỗi màn hình, có hiện tượng sọc nhảy màn hình, rồi màn hình tự sáng trong khi ko có thông báo hay cài cái gì.. khởi động lại máy reset lại máy vẫn v ko thay đổi gì 😣😣.. mạng thì chậm, (fb chậm cực kì, ) trong khi vào máy khác thì vô ào ào😣😣.. đưoc cái ngoại hình đẹp,.. trước sài con xiaomi redmi 8.. thấy con này mới ra đẹp nên đổi.. ai dè đổi xong hối hận quá... Hic buồn 😣😣😣",3,"1/1/1999 00:00:00",
"lqcuong",218662,"9/4/2020 00:00:00","Mới mua lúc trưa. Bin. Trâu. Loa lớn lắm luôn. Màn hình mượt cực kì. Mọi người nên sử dụng đt này vừa túi tiền và rất đáng đồng tiền luôn í",5,"1/1/1999 00:00:00",
"ltlong",218662,"6/4/2020 00:00:00","MN nói gì vậy sản phẩm rất tốt mà chơi ff rất mượt pin dùng cho cả ngày, âm thanh cg tốt. Camera chụp cg đc. Trước giờ mình chỉ dùng sam vs ip nên chưa bt nhiều về dòng này Sài thử xem sao",5,"1/1/1999 00:00:00",
"nvan",218662,"4/4/2020 00:00:00","5 triệu cho 1 sản phẩm màn hình hd,và con chip cùi p35,quả thật không xứng đáng với số tiền bỏ ra",3,"1/1/1999 00:00:00",
"dqlai",218662,"3/4/2020 00:00:00","Mới mua cách đay mấy ngày thật sự rất tệ. load hình quá chậm và nhảy màn hinh.loa nghe nhạc qua nhỏ",1,"1/1/1999 00:00:00",
"hqbao",217308,"7/11/2020 00:00:00","Dạ cho em hỏi là sạc pin bao lâu thì đầy ạ chứ em sạc thử thì em thấy sạc hơi lâu xíu tầm 2 tiếng mấy mới đầy",5,"1/1/1999 00:00:00",
"ndtai",217308,"2/11/2020 00:00:00","Mình dùng một thời gian cảm thấy sản phẩm được. Cần bổ sung hỗ trợ bàn phím to hơn một chút",4,"1/1/1999 00:00:00",
"ddnhue",217308,"26/11/2020 00:00:00","Chỉ em chụp góc rộng trên máy Xiaomi redmi 9 nha em cảm ơn ạ máy sử dụng khá ngon",5,"1/1/1999 00:00:00",
"ntloc",217308,"26/11/2020 00:00:00","Chụp đẹp và chân thực, bạn đầu dùng tốt, lâu dài thì chưa biết! Mấy cậu không biết dùng điện thoại bình luận trẻ con quá!",5,"1/1/1999 00:00:00",
"tylnhi",217308,"26/11/2020 00:00:00","Máy ổn trong tầm giá, độ sáng màn hình hơi yếu. Nhân viên tư vấn nhiệt tình luôn.",4,"1/1/1999 00:00:00",
"ltsong",217308,"19/11/2020 00:00:00","Mới mua lúc sáng tại TGDD phú nghị hoà lợi bến cát Bình Dương..nói chung máy tầm trung vậy là bá chủ rồi.camera hơi thất vọng xíu chụp bị nhè nói chung xấu.. lướt FB hay xem YouTube thì quá OK..chơi game là thì OK ko lằng mấy..nói tóm lại con này giá xấp xỉ 4chai là OK rồi...nhân viên phục vụ nhiệt tình dễ thương ghê..",5,"1/1/1999 00:00:00",
"nhdhao",217308,"19/11/2020 00:00:00","Máy như *, vừa nóng lại nhanh hết pin, vừa mua chưa được 1 tiếng đổi sang máy cao cấp hơn mà mất phí 20%. làm ăn như...",1,"18/10/2020 00:00:00","Thegioididong.com"
"dhkhai",217308,"19/11/2020 00:00:00","Sao điện thoại sạc pin không lên. Với chỉ tôi cách sử dụng 4camera sau được không tôi chỉ sử dụng được 2 camera",2,"1/1/1999 00:00:00",
"hqdung",217308,"19/11/2020 00:00:00","Mua hai ngày sau lên đánh giá thấy giảm 200k hơi buồn,chụp hình rất kém ko mượt",3,"1/1/1999 00:00:00",
"dqlai",217308,"19/11/2020 00:00:00","Pin châu... Chơi lq mức trung bình mượt... sp rất tốt..m.n nên mua vì nó quá ngon..",5,"1/1/1999 00:00:00",
"ptkien",217308,"19/11/2020 00:00:00","mua máy 10/10/2020 3599k máy đúng với những nhu cầu của mình, màn to pin trâu sóng sánh tốt. nhân viên tư vấn rất nhiệt tình. Vote 4 sao.không hài lòng vì TGDĐ đã khui hộp sản phẩm từ trước((",4,"1/1/1999 00:00:00",
"lmquy",217308,"19/11/2020 00:00:00","Nhân viên phục vụ chu đáo nhiệt tình.Về máy Pin trâu,cấu hình tốt cho nhu cầu cơ bản lướt web,face,youtube, phim... mình ít chơi game.Các bạn thích chơi game thì bỏ tiền thêm nha....😁",5,"1/1/1999 00:00:00",
"hltmanh",217308,"19/11/2020 00:00:00","Máy em mua ở thế giới di dộng tầm khoảng 2 tháng sử dụng thì xiaomi redmi 9 thật sự quá tiệt vời trong tầm giá 3t9 chụp ảnh thì còn hơi kém xíu nhưng ko sau tại em ít chụp ảnh pin trâu hiệu năng chơi game thì quá tiệt vời em chơi game gần cả ngày mà máy chẳng chịu hết pin lâu lâu thì máy giật xíu nhưng ko sau máy trong tầm giá này quá là ok r",5,"1/1/1999 00:00:00",
"tu123",217308,"19/11/2020 00:00:00","Sau vài tháng dùng thì thật sự thất vọng ae à. Chụp hình tệ, xem phim lướt web ok. Chơi game rất rất tệ. Được cái pin trâu. Màn hình lúc đầu sáng nhưng sau đó cứ tối dần tối dần,ngoài trời ko nhìn rõ. Thua mấy e ss tầm 2 3tr. Điện thoại tàu mà còn thua cả VN. Ae cân nhắc kỹ trc khi xài hàng tàu nhé. Ae có câu hỏi gì cứ nhấn vào phần thảo luận bên dưới nhé !",1,"1/1/1999 00:00:00",
"ntkanh",217308,"8/10/2020 00:00:00","Sản phẩm tốt pin trâu giá tương đối mượt nhân viên phục vụ tốt.. sạc nhanh theo mình vậy là OK,camera tương đối ổn định,, mọi người cần lựa chọn kĩ lưỡng trước khi mua để chọn được máy ưng ý theo sở thích, máy tương đối tốt giá cả hợp ý,, đó là theo ý kiến của mình ai có ý kiến khác thì góp ý thêm để có thể sản phẩm tốt nhất cho người dùng",4,"1/1/1999 00:00:00",
"ptloc",217308,"8/10/2020 00:00:00","Máy dùng khá tốt, mình không chơi game mấy nên pin có thể dùng tới gần 2 ngày. Nhân viên tư vấn nhiệt tình, thân thiện :)",5,"1/1/1999 00:00:00",
"vtluan",217308,"8/10/2020 00:00:00","Cảm nhận ngày đầu thì máy này đáng đồng tiền bát gạo trong phân khúc tầm trung, chỉ có điều thao tác chạm đôi khi sẽ bị khượng nhẹ nhưng mà không sao vẫn chấp nhận được!",5,"1/1/1999 00:00:00",
"ntkduy",217308,"8/10/2020 00:00:00","Nhân viên nhiệt tình. Mới mua thấy tốt. Pin trâu. Mượt. Camera không được đẹp. Giá vậy ngon rồi",5,"1/1/1999 00:00:00",
"nhtuan",217308,"8/10/2020 00:00:00","Thiệt kế đẹp mất lưng nhám cầm rất thích..cảm ứng mượt.lóa bật max nghe rất tốt ko rè..liên quan câu hình trung bình ok..bin cực kì trâu.giá vậy quá được rồi..mới muA hồi chiều em nhân viên ngon lắm",5,"1/1/1999 00:00:00",
"lvqan",217308,"8/10/2020 00:00:00","Nhân viên nhiệt tình ạ. Máy dùng ngón. về Máy ghi có sạc nhanh nhưng em về sạc lại là sạc chậm ạ",4,"1/1/1999 00:00:00",
"ctnhung",217308,"9/10/2020 00:00:00","Nhân viên nhiệt tình. Mới mua thấy tốt. Pin trâu. Mượt. Camera không được đẹp. Giá vậy ngon rồi",5,"1/1/1999 00:00:00",
"toshiko",217308,"7/10/2020 00:00:00","Mua cho đứa e sử dụng vs mục đích liên lạc, học tập và giải trí thì với mức giá 3.590.000, Redmi 9 là sự lựa chọn tốt cho nhu cầu. Không quá xuất sắc nhưng những gì nó mang lại là tương xứng, xứng đáng vs số tiền bỏ ra.",4,"1/1/1999 00:00:00",
"ttlong",217308,"30/9/2020 00:00:00","Cấu hình mạnh chơi rất tốt game liên quân mượt,1 ván game mất gần 4_5% pin cho 25 phút,lướt web xem Youtube,FB tầm 1.5 ngày pin trâu khủng. Cảm ứng mượt,màn hình hơi nhạt màu ko đậm màu nhưng ok.chụp hình thì bình thường.redmi 9 cho sẽ chơi game xem Youtube FB thì rất OK.nên mua trong giá 4 triệu đổ lại.",5,"1/1/1999 00:00:00",
"mhvan",217308,"30/9/2020 00:00:00","Cách phục vụ của thế giới di động thì không phải chê rồi.pin xài rất lâu, sạc rất mau đầy.mượt, mọi thứ ổn trong tầm giá.chỉ mỗi độ sáng thì yếu thôi.ngoài nắng phải mở hết 100% mới rõ được.",5,"1/1/1999 00:00:00",
"ddkhanh",217308,"30/9/2020 00:00:00","Máy khá mượt, vân tay tốt, cấu hình với tầm giá dưới triệu ok. Lần đầu xài hãng này nhưng khá ưng em này.",4,"1/1/1999 00:00:00",
"httam",217308,"28/9/2020 00:00:00","Máy sài OK cảm biến vân tay nhạy pin trâu.nên mua nhà mọi người,nhân viên dmx 811 hùng vương nhiệt tình với khách hàng",5,"1/1/1999 00:00:00",
"vdhieu",217308,"28/9/2020 00:00:00","E đc mua phải điện thoại hết pim ngầm. Để qua đêm nó tự tụt 7-10% pin. Giờ đổi có đc ko nhỉ?. E vừa mua hôm 26",3,"29/9/2020 00:00:00","Bộ phận bán hàng"
"vtluan",224290,"3/8/2020 00:00:00","Mình mua đt để chạy grab mà đt này cứ bị văng app liên tục. Sạc hơn hai giờ mới đầy.",1,"1/1/1999 00:00:00",
"ptkien",221820,"24/8/2020 00:00:00","Tất cả ok còn phần camera bị lỗi khởi động lại máy là ok mong sớm lên bản miui 12 khắc phục lại máy",4,"1/1/1999 00:00:00",
"lqcuong",217308,"20/9/2020 00:00:00","vài nhận xét cho ai định mua con này: xạc pin nhanh dù sài sạc zin 10w, sạc từ 24% lên 100% trong vòng 2 tiếng 20 p pin trâu, xài 2 ngày quá dễ dàng( độ sáng 40-50% là đủ sáng rồi) thiết kế đẹp, độ hoàn thiện cao loa đủ dùng, max loakhông rè bộ nhớ còn trống khoảng 47Gb, xài tác vụ thông thường FB, zalo, lướt web, xem YT, vọc vạch này kia ram luôn trống trên 1Gb (mìnhkhông chơi game ) ĐIỂM YẾU: màn FHD nhưngkhông đc đẹp lắm, kiểu màu sắc quá nhạt, kéo theo camera chụp hình cũngkhông đẹp, quay video cũngkhông đẹp, thua con nokia 5 cũ của mình tạm thời nhiêu đó, có gì review sau",4,"1/1/1999 00:00:00",
"ndquang",217308,"18/9/2020 00:00:00","Máy sử dụng ổn định trong tầm giá, mặc dù theo cảm nhận cá nhân mình thì con chip Mediatek Helio G80 sử dụng trong thời gian dài sẽ không bằng với con chip Snapdragon cùng tầm (do trước đó mình có dùng dòng flagship của Mi hiệu năng rất tốt), nhưng nó vẫn ổn định mượt mà chấp nhận được (không giật lag đứng máy). Thời lượng sử dụng pin thì lâu khỏi bàn, mà sạc cũng rất nhanh (viên pin 5020mAh sạc nhanh bằng với viên pin 2900mAh) 1 sản phẩm ngon, bổ, rẻ trong phân khúc tầm trung, đáng đồng tiền bát gạo 👍 (Chịu khó thường xuyên dọn dẹp rác và xoá bộ nhớ đệm của ram thì máy luôn mượt)",5,"1/1/1999 00:00:00",
"hltmanh",217308,"18/9/2020 00:00:00","Thực sự thất vọng, nhìn cấu hình ok mà lướt wed nhiều lúc bị lác đứng hình không vuốt được, phải tắt màn hình vào lại. Mặc dù mới mua được 2 tháng nhưng cản thấy thất vọng",1,"18/9/2020 00:00:00","Thegioididong"
"ptttam",217308,"17/9/2020 00:00:00","Về phần đt, chạy mượt, thao tác xử lý rất nhanh, nhưng hay nóng máy khi mới dùng dù chỉ mới vô fb, zalo, lâu lâu khiến game bị lỗi (2 lần trong ngày đầu tiên, máy cũ mình là samsung dù mua lâu rkhông bị vậy), nếu chơi game liên tục thì đc 12 tiếng,không khác biệt lắm vs các dòng khác, nên mình tiếp tục giữ theo dõi. Vì coi thông số đt này ngon hơn mua Samsung cùng giá nên mong làkhông thất vọng. Về phần nhân viên, thì cám ơn các bạn đã nhiệt tình, nhưng mua smartphone về cũng chỉ hy vọng nó dùng được 3-5 năm, nên quảng cáo sạc dự phòng quá nhiệt tình thìkhông cần thiết. Có giữ pin hay gì thì sau từng đó thời gian cũng phải thay máy khi nó lag, chậm, hoặc TGDD thích ít khách mua smartphone lại do có cục sạc rồi haha.",4,"1/1/1999 00:00:00",
"dhkhai",217308,"11/9/2020 00:00:00","Mua về sài đước mấy tuần thì số điên thoai lưu cái có cái không gọi Zolo thì tiếng nhỏ",1,"1/1/1999 00:00:00",
"dqviet",217308,"10/9/2020 00:00:00","Loa trong thì bt còn bật loa ngoài thì đầu dây bên kia ko nghe đc j luôn. Mai phải xuống bảo hành",2,"1/1/1999 00:00:00",
"ndtai",217308,"10/9/2020 00:00:00","Mua được gần 2 tuần nói chung là khá ổn với mức giá, pin sử dụng lâu, mua sử dụng nghe gọi, lướt web, chơi game đều ok cả, đừng giảm giá là được",5,"1/1/1999 00:00:00",
"nttthuy",217308,"9/9/2020 00:00:00","Mua về cài chủ đề Iphone luôn mới độc chứ Máy thì mọi thứ đều ổn định, loa lớn và trong trẻo nói chung con này thấy ngon nhất trong phân khúc giá 3 đến 4 triệu👍👍",5,"1/1/1999 00:00:00",
"nhdhao",217308,"7/9/2020 00:00:00","Máy mới mua đc 1 ngày mà lỗi quá, vừa bắt wifi yếu vừa hơi lag máy. Đc mỗi cấu hình với cam đẹp",1,"1/1/1999 00:00:00",
"nvchung",217308,"7/9/2020 00:00:00","Máy ngon loa to. Chơi game liên quân khá ổn full cấu hình không mượn cho lắm.",5,"1/1/1999 00:00:00",
"ntphong",217308,"6/9/2020 00:00:00","Sản phẩm ok. Nhưng màn hình nghiêng về ánh sáng vàng hơn trắng. Để em gái sử dụng tiếp xem thế nào",4,"1/1/1999 00:00:00",
"bndtrung",217308,"5/9/2020 00:00:00","Sản phẩm mới mua 1tháng đổi 2 lần sài cứ bị đơ và cái đang sài cũng y như 2 cái đổi lần đầu giờkhông biết sao ra đó quài cũng mệt gọi dien Facebook nó đơkhông trở về được thật sự rất thất vọng về điện thoại này",3,"1/1/1999 00:00:00",
"dkhy",217308,"5/9/2020 00:00:00","Phải nói qua tuyệt.Pin xài thông thường trên 4 ngay.lóa tấc cả đều lớn vs rất trong.mấy xài rất mượt vs em.câu hình để xài vs rất đẹp mặt.Camera Nhiều chế độ.Chụp Chân Dung rất Chật.",5,"1/1/1999 00:00:00",
"ltkiet",217308,"5/9/2020 00:00:00","Ok về mọi mặt. pin trâu, sóng khoe. trước dùng hàng Vsmart để ủng hộ hàng Việt Nam nhưng quá tệ.",5,"1/1/1999 00:00:00",
"hnthien",217308,"4/9/2020 00:00:00","Mình mới mua tặng Ba, thấy mọi thứ khá ổn đinh, to pin trâu. xài mượt Ba khá ưng ý :D",5,"1/1/1999 00:00:00",
"hdhuy",217308,"3/9/2020 00:00:00","Máy ngon trong tầm giá, pin trâu, dùng tốt. Mỗi tội chơi game có hơi bị lag 1 chút xíu, và Liên Quân Mobile không hỗ trợ 60fps cho máy này. Mình thấy hơi thất vọng một chút.",5,"1/1/1999 00:00:00",
"ttson",217308,"30/8/2020 00:00:00","Mới vừa mua, cảm giác đầu tiên là mượt, vừa tay. Nhân viên Hưng ở 1306 tỉnh lộ 10 tư vấn nhiệt tình. Rất ô",5,"1/1/1999 00:00:00",
"nvan",217308,"30/8/2020 00:00:00","Dùng ngày đầu tiên thấy mọi thứ đều ổn loa to pin trâu mượt chưa test game và nhân viên điện máy xanh nhiệt tình quá",5,"1/1/1999 00:00:00",
"pmthe",217308,"29/8/2020 00:00:00","Tháng đầu tiên sài thì ngon tháng sau sài nó mát mát làm sao lúc bấm ăn lúc không, rất khó chịu, đôi khi còn đơ nữa, thua hãng sony xa",2,"1/1/1999 00:00:00",
"httri",217308,"29/8/2020 00:00:00","Mới mua máy này Tại thegioididong thốt nốt cảm thấy ok bin trâu chụp ảnh đẹp loa nghe to bắt wf khỏe sóng ổn định, giá thành vừa với túi tiền, nhân viên tư vấn nhiệt tình",5,"1/1/1999 00:00:00",
"ttson",224290,"29/9/2020 00:00:00","Máy quá tệ,mới dùng được 2 tháng,sài bị đơ liên tục,thì thoảng lại bị sụt nguồn,pin dùng tạm ổn",1,"1/1/1999 00:00:00",
"pmthanh",224290,"22/9/2020 00:00:00","Mua Cho mẹ Nge nhạc với xem YouTube thấy ổn màn đẹp loa to pin trâu Sạc pin nhanh",5,"1/1/1999 00:00:00",
"httri",224290,"21/9/2020 00:00:00","Nói chung là máy dùng dùng ổn về mọi mặt nhé Pin trâu, có sạc nhanh 18w mỗi tội củ sạc kèm chỉ 10w Màn hình full hd, loa to thật, sóng sánh ok Về phần hiệu năng thao tác các thứ thì ngon như mà tui khuyên mấy ông chơi game đừng có ham mà tăng max cấu hình nhé chơi có thể được như chỉ thời gian đầu game thôi về sau nó lag tạch...tach...y như tiếng súng(đơ luôn cả máy tui nói thật) Nên mấy ông nên chỉnh cấu hình trung bình thôi rất ổn Tiền nào thì của đấy thôi mua rẻ mà làm gì rồi đòi hỏi có mà tự sản xuất điện thoại mà dùng.",5,"1/1/1999 00:00:00",
"nhdhao",224290,"18/7/2020 00:00:00","Nếu ai đang định mua máy này nên suy nghĩ lại Thứ nhất : sạc hơn 2 tiếng rưỡi mới đầy Thứ hai : lỗi ứng dụng Chrome Thứ ba : pin 5000 bằng pin 4000 Thứ tư : chụp hình trước sau đều xấu Thứ năm : củ sạc đi theo máy không phải sạc nhanh Thứ sáu : cảm ứng nhiều lúc không nhận Thứ bảy : loa ngoài bé Thứ tám : màn FHD+ nhìn như màn HD+ Thứ chín : hay bị văng app ra ngoài Thứ mười : màn hình rơi dễ bể",1,"1/1/1999 00:00:00",
"hqbao",224290,"14/7/2020 00:00:00","Cảm nhận đầu tiên pin như lời giới thiệu. Ứng dụng chạy rất mượt. Âm lượng theo ý mình là vừa đủ nghe. cuộc gọi thì âm thanh có hơi nhỏ. Ram ổn.. Có những chức năng như nhân vào màn hình 2 lần màn hình sáng. Nhận diện khuôn mặt rất nhanh. Có phím tắt màn hình trên màn hình. Có quay phim màn hình. Nói chung trong tầm giá này nếu các bạn chỉ để giải trí mà không dùng để làm những công việc thì rất ok. Chụp hình cũng khá đẹp nha mọi người. Còn bền không thì phải xem thời gian rồi. Chúc mọi người lựa chọn được chiếc điện thoại ứng ý..",5,"1/1/1999 00:00:00",
"ndquang",224290,"6/7/2020 00:00:00","Chip chơi game ổn, ko nóng máy, pin trâu vãi luôn, còn 30% dùng 1h mong nó hết mà mới mất có 10% :)",5,"1/1/1999 00:00:00",
"ndtai",224290,"2/7/2020 00:00:00","màn hình không được sáng cho lắm nhưng được cái nét, chíp bình thường ngang tốc độ ngang 665 nhưng không ổn định bằng, camera tầm giá, pin tốt, sóng sánh ô kê, loa vừa nghe, game nhẹ, lướt wed giải trí vào trong nhà và buổi tối thì ok vì màn ko sáng và rõ ngoài trời.",5,"1/1/1999 00:00:00",
"dqviet",224290,"26/11/2020 00:00:00","Tầm giá này thì máy rất ổn, chơi game vẫn tốt, pin khá trâu, nhân viên nhiệt tình",5,"1/1/1999 00:00:00",
"ndtai",224290,"19/11/2020 00:00:00","Tất cả đều ok.nhưng có 2 thứ không ok là camera khởi động lên lâu và đọc báo trên Google chrome hay bị đơ.không biết có ai bị vậy không",4,"1/1/1999 00:00:00",
"nhhiep",224290,"19/11/2020 00:00:00","Xài được 2 tuần lag đơ máy... Bấm không ăn màn hình. Chụp đẹp. Nhưng e cần hỗ trợ",1,"18/10/2020 00:00:00","Hỗ trợ kỹ thuật"
"ltlong",224290,"8/10/2020 00:00:00","máy xài kém tui xài đt từ trước đến giờ mới mới gập cái nài chưa có cái nào kém như cái nài Tui khuyên cát bạnkhông nên mua sẽ hối hận..",1,"8/10/2020 00:00:00","Thegioididong"
"hltmanh",224290,"8/10/2020 00:00:00","Mua hôm mùng 5/10 đền giờ pin xài ngon Có điều máy đơ, hay đơ đặc biệt khi xài camera Hơi bị thất vọng",4,"1/1/1999 00:00:00",
"ddkhanh",221820,"25/9/2020 00:00:00","sau 3 tuần sử dụng thì bị lỗi loa phụ (dùng nghe gọi), ngoài lỗi đó ra thì mọi thứ đều rất oke.",4,"1/1/1999 00:00:00",
"dnmquoc",224290,"9/10/2020 00:00:00","pin trâu, chạy mượt về mọi mặt nhưng về phần chơi game thì quá tệ: sử dụng chưa được 1 tháng thì đã có hiện tượng giật lag liên tục ở game liên quân",2,"1/1/1999 00:00:00",
"dhkhai",224290,"29/9/2020 00:00:00","Dùng đc 3 tuần máy chơi kém và giật lag cả ứng dụng bình thường không khuyên mn ko nên mua",1,"1/1/1999 00:00:00",
"ltsong",224290,"10/9/2020 00:00:00","tôi thấy chiếc điện thoài này rất đáng để mua. tuy tôi chưa dùng qua nhưng sắp tới tôi sẽ mua chiếc điện thoại này",5,"1/1/1999 00:00:00",
"lqcuong",224290,"20/8/2020 00:00:00","Mua được 2 tuần rồi :)) ban đầu còn bỡ ngỡ nhưng giờ quên hơn rồi 😙 chờ lên miui12 là tuyệt luôn",5,"1/1/1999 00:00:00",
"bndtrung",224290,"13/8/2020 00:00:00","Chơi game rất mượt bin trâu rất là hài lòng trong giá tầm trung như vậy là được rồi",5,"1/1/1999 00:00:00",
"tu123",224290,"6/8/2020 00:00:00","Máy ok vậy mà còn chê :)) dùng cả tháng chả thấy văng app như mấy ông kia nói :)) còn nếu máy bạn lỗi là do bạn đen",5,"1/1/1999 00:00:00",
"sssbath",224290,"31/7/2020 00:00:00","Sau 2 tuần sử dụng thấy máy chạy ổn, rất hợp lý trong tầm giá.không lỗi gì cả. Mình tắt hết ứng dụng chạy ngầm và chỉ để đọc báo, lướt web, fb,zalo,...(không chơi game ) thì dùng sau 36 tiếng pin còn 74%. Quá trâu bò.",5,"1/1/1999 00:00:00",
"toshiko",224290,"28/7/2020 00:00:00","Tôi thấy sản phẩm này quá ngon trong tầm giá. Thứ nhất là về pin pải nói là trâu vãi ra Thứ hai là chip mạnh chiến game khá mượt Thứ ba camera chụp ảnh đẹp cực kì Thứ tư màn hình full HD + vs màn hình lớn cho cảm giác rất thoải mái khi xem phim cững như về mặt hiển thị Cuối cùng là nhận diện khuôn mặt và vân tay rất nhạy mình lỡ tay chạm vào là đt mở ngay lập tức. Về Phần Chê thì mình khá tiếc khi 3gb ram nó ko ổn chỉ thoát game vào nhắn tin xíu vô lại game thì nó load lại từ đầu nên hơi bực nhưng mà nói chung là tốt nên mua nha m.n",5,"1/1/1999 00:00:00",
"ntloc",224290,"29/6/2020 00:00:00","Nói chung hơn 3triệu mà Xiaomi làm như này là quá tuyệt vời,dành cho những người công nhân",5,"1/1/1999 00:00:00",
"hltmanh",221820,"4/11/2020 00:00:00","Mình mua máy note 9pro được 20ngày giờ tự nhiên loa trong bị mấtkhông nghe được. Giờ phải làm sao. Mong phản hồi ạ",4,"1/1/1999 00:00:00",
"nttthuy",221820,"2/11/2020 00:00:00","Tgdd tại Mỹ Tho 3/6 Đinh Bộ Lĩnh có chị Cẩm nhân viên tận tình cho 5 sao. Sản phẩm tính sau :))",5,"1/1/1999 00:00:00",
"sssbath",221820,"26/11/2020 00:00:00","Sau khi dùng 2 tháng, cảm nhận của mình về chiếc dt này là ""pin trâu""dùng 2 ngày mới hết pin. Ngoài điều này ra, mình có vài nhận xét (cũng được xem là tâm sự) như sau: - Bàn phímkhông nhạy ở góc khi bấm nhanh, mình đã rất bực khi đang gấp mà cứ bị thiếu dokhông nhạy - Camera trước làm mình nản lắm luôn, thật buồn khi mình rất thích seo phì - Xem phim ở Netflix bị giật, như đèn nháy luôn các bạn ạ, muốn rơi nước mắt... - Chế độ rung khi cuộc gọi đến rất nhẹ, nhẹ đến nổi mìnhkhông biết có cuộc gọi đến nếu để chế độ im lặng, mặc dù nhét túi quần. Đây là cảm nhận cá nhân mình khi đã sử dụng khoảng thời gian chưa dài. Nếu dài, chắc còn hơn nữa. Cuối cùng, mình muốn chốt hạ 1 câu, mình cảm thấykhông xứng đáng khi bỏ hơn 6 triệu để mua em này, nếu mn có suy nghĩ mua thì hãy cân nhắc. Mình đang suy nghĩ đến việc có nên đến tgdd để bảo hành vì dt xem phim bị giật. Rất khó chịu. Thanks for reading T.T",1,"26/10/2020 00:00:00","Hỗ trợ kỹ thuật"
"ndtai",221820,"26/11/2020 00:00:00","Qúa tốt nv Quản lý tư vấn nhiệt tình...ĐT pin trâu chiến game ngon ổn trong tần giá 7tr",5,"1/1/1999 00:00:00",
"lvqan",221820,"26/11/2020 00:00:00","Loa chán quá gọi tớikhông nghe đc gì mang ra TGDD thì bảo cũng đột phần mêm khởi động lại là đc về sài mấy bữa lại y chang.",1,"26/11/2020 00:00:00","Thegioididong"
"ctnhung",221820,"19/11/2020 00:00:00","Mình mua điện thoại đc hơn ba tháng moi thứ đều OK có mỗi cái là điện đến hoặc điện đi 🔊 loa nghe lúc to lúc nhỏ là sao vậy",2,"1/1/1999 00:00:00",
"dhkhai",221820,"19/11/2020 00:00:00","Mua máy được hơn tháng xem video ở face hay bị tự tắt màn hình bat lại thì đơ lúc thì có tiếng nhưng đơ video lúc thì den màn hình có một lần mất mạng di động nhưng khởi động lại máy thì được giờ e muốn đổi sang con oppo zeno4 thì mất bn nữa ạ",2,"16/10/2020 00:00:00","Bộ phận bán hàng"
"ltkiet",221820,"19/11/2020 00:00:00","mic thu âm cùi nhất từ trước đến nay. dùng mấy hãng liền qua tay hơn chục dt rẻ đến đắt tiền rồi nhưng míc thu âm con này là cùi nhất rè ko thể chấp nhận dc. ra trung tâm hỏi thì bảo míc nó vậy rồi. lúc mua ko check. thất vọng quá",1,"16/10/2020 00:00:00","Thegioididong.com"
"ltduy",221820,"8/10/2020 00:00:00","Redmi Note 9 Pro có vẻ như đã khắc phục được những khuyết điểm của Redmi Note 8 và Note 8 Pro. Note 8 chụp hình rất đẹp nhưng xài chip Snapdragon 665 chạy hơi chậm. Còn Note 8 Pro chạy nhanh hơn nhiều nhưng chỉ có camera chính 64MP và camera tự sướng là tốt, còn camera góc siêu rộng và camera macro thì chỉ tạm được thôi. Note 9 Pro vừa chạy nhanh vừa chụp hình đẹp với tất cả những camera ! 👍 Chip của Qualcomm có vẻ được tối ưu hóa về chụp ảnh hơn chip của Mediatek.",5,"1/1/1999 00:00:00",
